"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"59","management","married","secondary","no","966","no","no","telephone","21","jul","50","4","-1","0","unknown","no"
"33","blue-collar","married","secondary","no","854","yes","yes","cellular","29","jan","93","1","-1","0","unknown","no"
"53","management","married","unknown","no","12001","no","no","unknown","6","jun","207","1","-1","0","unknown","no"
"33","blue-collar","married","primary","no","-342","yes","no","unknown","28","may","528","2","-1","0","unknown","no"
"44","blue-collar","married","primary","no","4031","yes","no","cellular","7","may","983","4","-1","0","unknown","yes"
"36","housemaid","married","primary","no","122","no","no","unknown","6","jun","78","1","-1","0","unknown","no"
"49","blue-collar","single","secondary","no","725","yes","no","cellular","13","may","29","6","348","4","other","no"
"35","management","married","tertiary","no","991","yes","no","cellular","6","may","1489","3","-1","0","unknown","yes"
"49","entrepreneur","divorced","unknown","yes","-701","yes","no","cellular","30","jul","988","2","-1","0","unknown","yes"
"49","self-employed","married","tertiary","no","202","yes","no","cellular","18","nov","139","1","166","3","other","no"
"51","technician","married","secondary","no","13089","no","no","unknown","11","jun","247","1","-1","0","unknown","no"
"50","blue-collar","married","primary","no","2190","no","no","unknown","17","jun","269","1","-1","0","unknown","no"
"35","services","married","secondary","no","1053","yes","no","unknown","16","may","25","1","-1","0","unknown","no"
"40","blue-collar","married","secondary","no","1515","yes","no","cellular","10","aug","503","1","-1","0","unknown","yes"
"51","blue-collar","married","unknown","no","1883","yes","no","unknown","5","may","57","1","-1","0","unknown","no"
"62","retired","married","secondary","no","1495","no","no","cellular","2","feb","265","1","-1","0","unknown","yes"
"36","technician","single","secondary","no","7503","yes","no","telephone","5","may","193","1","335","1","failure","no"
"29","blue-collar","married","secondary","no","15","yes","yes","unknown","9","may","432","2","-1","0","unknown","no"
"32","admin.","married","secondary","no","0","yes","no","unknown","20","may","464","2","-1","0","unknown","no"
"57","housemaid","married","tertiary","no","3","no","no","cellular","4","aug","142","2","-1","0","unknown","no"
"43","blue-collar","married","unknown","no","175","no","no","cellular","7","may","54","1","-1","0","unknown","no"
"25","admin.","single","secondary","no","768","yes","no","unknown","13","may","203","1","-1","0","unknown","no"
"31","blue-collar","divorced","secondary","no","1125","no","yes","unknown","15","may","548","1","-1","0","unknown","no"
"50","management","divorced","tertiary","no","405","no","no","cellular","2","jul","146","1","91","6","failure","no"
"36","management","married","tertiary","no","-861","yes","yes","cellular","28","jul","53","2","-1","0","unknown","no"
"57","technician","single","tertiary","no","711","no","no","unknown","25","jun","411","1","-1","0","unknown","no"
"31","blue-collar","single","secondary","no","144","yes","no","cellular","17","apr","370","3","-1","0","unknown","no"
"37","services","married","secondary","no","1627","yes","no","unknown","12","jun","602","2","-1","0","unknown","no"
"29","student","single","secondary","no","48","no","no","cellular","26","feb","51","1","-1","0","unknown","no"
"31","technician","single","secondary","no","849","yes","yes","unknown","13","may","295","2","-1","0","unknown","no"
"47","management","married","unknown","no","12245","no","no","cellular","7","jul","1103","3","-1","0","unknown","no"
"58","blue-collar","married","secondary","no","144","no","yes","cellular","25","jul","71","2","-1","0","unknown","no"
"50","self-employed","married","secondary","no","-465","yes","no","unknown","30","may","42","11","-1","0","unknown","no"
"43","blue-collar","married","primary","no","250","yes","no","cellular","12","may","144","5","342","16","failure","no"
"30","management","married","tertiary","no","126","yes","yes","cellular","23","jul","75","10","-1","0","unknown","no"
"31","technician","single","secondary","no","2","no","yes","cellular","11","aug","104","4","-1","0","unknown","no"
"27","self-employed","divorced","secondary","no","165","yes","no","cellular","6","feb","1160","2","192","4","failure","no"
"32","technician","single","tertiary","no","0","yes","no","unknown","21","may","250","2","-1","0","unknown","no"
"72","retired","married","secondary","no","5715","no","no","cellular","17","may","1114","1","181","2","success","yes"
"37","blue-collar","married","primary","no","2939","yes","no","cellular","4","may","191","3","-1","0","unknown","no"
"30","services","married","tertiary","no","6","yes","no","cellular","5","may","279","2","342","2","failure","no"
"43","services","divorced","secondary","no","957","no","yes","cellular","22","jul","145","4","-1","0","unknown","no"
"42","technician","single","secondary","no","-15","no","no","cellular","17","nov","89","1","145","1","failure","no"
"24","management","single","tertiary","no","2845","no","no","cellular","30","apr","779","2","-1","0","unknown","yes"
"22","admin.","single","secondary","no","4111","no","yes","cellular","19","aug","65","1","-1","0","unknown","no"
"36","management","single","tertiary","no","0","yes","no","unknown","29","may","211","6","-1","0","unknown","no"
"26","blue-collar","single","secondary","no","381","yes","no","unknown","26","may","504","2","-1","0","unknown","no"
"36","technician","single","secondary","no","12264","no","no","cellular","11","oct","285","1","182","2","success","yes"
"48","blue-collar","married","secondary","no","264","no","no","cellular","6","feb","439","2","-1","0","unknown","no"
"37","management","single","tertiary","no","553","no","no","cellular","12","aug","63","2","-1","0","unknown","no"
"40","blue-collar","married","primary","no","1411","yes","no","cellular","12","may","224","2","357","2","failure","no"
"28","housemaid","single","secondary","no","1","yes","no","cellular","12","may","395","2","-1","0","unknown","no"
"45","self-employed","married","secondary","no","1113","yes","no","unknown","16","may","67","2","-1","0","unknown","no"
"40","technician","married","secondary","no","990","yes","no","cellular","6","feb","252","3","-1","0","unknown","no"
"35","entrepreneur","married","tertiary","no","512","yes","no","unknown","30","may","659","1","-1","0","unknown","no"
"45","blue-collar","married","primary","no","2958","yes","no","cellular","16","apr","580","1","317","2","failure","no"
"42","services","married","unknown","no","-1085","no","yes","cellular","21","nov","45","1","-1","0","unknown","no"
"45","blue-collar","married","primary","no","644","yes","no","telephone","12","may","422","2","-1","0","unknown","no"
"29","management","single","tertiary","no","2344","yes","no","cellular","20","jul","288","1","133","2","failure","no"
"31","technician","single","secondary","no","1170","yes","no","unknown","2","jun","120","2","-1","0","unknown","no"
"42","entrepreneur","divorced","tertiary","no","367","yes","no","cellular","10","jul","563","1","-1","0","unknown","no"
"43","blue-collar","married","secondary","no","625","yes","no","unknown","30","sep","175","1","-1","0","unknown","no"
"28","services","single","unknown","no","-70","yes","yes","unknown","21","may","244","1","-1","0","unknown","no"
"35","services","single","secondary","no","511","yes","yes","unknown","23","may","472","1","-1","0","unknown","no"
"46","blue-collar","divorced","secondary","no","138","no","no","cellular","19","nov","277","1","-1","0","unknown","no"
"36","blue-collar","married","primary","no","-608","yes","no","cellular","11","jul","135","2","-1","0","unknown","no"
"61","housemaid","married","primary","no","211","no","no","cellular","31","aug","443","2","186","3","failure","yes"
"42","management","single","tertiary","no","0","no","no","cellular","25","aug","129","4","-1","0","unknown","no"
"51","unemployed","married","tertiary","no","1801","no","no","cellular","16","apr","838","3","-1","0","unknown","yes"
"47","technician","married","secondary","no","293","no","no","cellular","1","jun","251","1","90","1","success","yes"
"48","management","married","unknown","no","7861","no","no","cellular","20","nov","380","1","-1","0","unknown","no"
"35","services","married","secondary","no","537","no","yes","cellular","21","nov","11","4","-1","0","unknown","no"
"38","technician","single","secondary","no","61","yes","no","cellular","13","may","109","1","359","8","failure","no"
"39","technician","married","primary","no","644","yes","no","unknown","15","may","110","1","-1","0","unknown","no"
"37","services","divorced","secondary","no","532","yes","no","unknown","11","jun","199","1","-1","0","unknown","no"
"50","admin.","married","secondary","no","736","yes","no","unknown","14","may","74","1","-1","0","unknown","no"
"28","admin.","single","secondary","no","144","no","yes","cellular","8","jul","136","1","-1","0","unknown","no"
"42","technician","divorced","secondary","no","0","yes","no","unknown","28","may","471","2","-1","0","unknown","no"
"33","blue-collar","married","secondary","no","312","yes","no","unknown","4","jun","151","2","-1","0","unknown","no"
"45","blue-collar","single","secondary","no","143","no","no","unknown","5","jun","201","1","-1","0","unknown","no"
"36","blue-collar","divorced","secondary","no","52","yes","no","cellular","13","may","152","1","348","1","failure","no"
"52","unemployed","married","primary","no","959","no","no","telephone","30","jul","694","2","-1","0","unknown","yes"
"40","unemployed","married","primary","no","557","yes","no","unknown","28","may","173","1","-1","0","unknown","no"
"48","blue-collar","married","primary","no","559","yes","no","unknown","15","may","1231","2","-1","0","unknown","no"
"30","management","married","tertiary","no","6432","yes","no","cellular","5","may","334","6","165","5","failure","no"
"56","entrepreneur","married","tertiary","no","-124","yes","no","unknown","15","may","374","5","-1","0","unknown","no"
"56","management","married","tertiary","no","25290","no","no","cellular","31","jul","81","12","-1","0","unknown","no"
"36","housemaid","single","tertiary","no","561","no","no","unknown","6","jun","274","2","-1","0","unknown","no"
"32","technician","married","tertiary","no","133","yes","no","cellular","17","jul","421","1","-1","0","unknown","no"
"51","self-employed","married","primary","no","106","yes","no","telephone","31","jul","240","2","-1","0","unknown","no"
"53","blue-collar","married","primary","no","206","no","no","cellular","5","aug","145","1","-1","0","unknown","no"
"48","management","divorced","secondary","no","122","yes","no","telephone","7","may","325","1","-1","0","unknown","no"
"35","services","married","secondary","no","-197","yes","no","unknown","26","may","103","1","-1","0","unknown","no"
"45","technician","divorced","secondary","no","30","yes","yes","cellular","17","nov","88","1","-1","0","unknown","no"
"35","blue-collar","divorced","secondary","no","-566","yes","no","cellular","14","may","151","2","353","2","failure","no"
"33","blue-collar","married","secondary","no","3605","yes","no","cellular","20","nov","308","1","-1","0","unknown","no"
"28","blue-collar","single","secondary","no","2806","no","no","cellular","13","oct","285","1","120","1","other","no"
"36","technician","single","secondary","no","966","no","no","cellular","9","jul","119","9","367","4","other","no"
"39","unemployed","married","tertiary","no","11787","no","no","unknown","16","jun","104","4","-1","0","unknown","no"
"44","blue-collar","married","secondary","no","1","yes","no","unknown","7","may","281","2","-1","0","unknown","no"
"47","management","married","secondary","no","-1854","yes","yes","cellular","12","aug","388","2","-1","0","unknown","no"
"42","housemaid","married","secondary","no","279","yes","no","cellular","23","jul","673","1","-1","0","unknown","no"
"25","technician","single","tertiary","no","437","no","yes","cellular","7","jul","121","1","-1","0","unknown","no"
"53","admin.","single","primary","no","0","yes","no","cellular","7","may","176","1","322","5","other","no"
"33","unemployed","divorced","secondary","no","0","yes","no","cellular","18","nov","91","2","-1","0","unknown","no"
"46","technician","married","secondary","no","1465","yes","no","unknown","14","may","86","2","-1","0","unknown","no"
"27","student","single","tertiary","no","524","no","no","cellular","6","feb","496","2","-1","0","unknown","no"
"37","admin.","single","secondary","no","124","yes","no","unknown","19","jun","635","3","-1","0","unknown","no"
"34","management","single","secondary","no","194","no","no","cellular","29","aug","186","2","-1","0","unknown","no"
"28","technician","married","secondary","no","487","yes","no","unknown","13","may","176","4","-1","0","unknown","no"
"32","services","married","secondary","no","206","yes","yes","unknown","12","may","370","1","-1","0","unknown","no"
"42","entrepreneur","married","primary","no","319","yes","no","telephone","8","may","17","9","-1","0","unknown","no"
"39","technician","married","secondary","no","0","no","no","cellular","20","aug","327","3","-1","0","unknown","no"
"36","technician","married","secondary","no","377","yes","yes","cellular","19","nov","135","1","-1","0","unknown","no"
"33","blue-collar","married","primary","no","240","yes","no","unknown","21","may","373","3","-1","0","unknown","no"
"51","blue-collar","married","secondary","no","950","no","no","cellular","19","aug","377","2","-1","0","unknown","no"
"43","management","married","tertiary","no","0","yes","no","cellular","5","feb","280","2","-1","0","unknown","no"
"32","technician","single","unknown","no","10600","no","no","unknown","14","may","485","2","-1","0","unknown","no"
"54","admin.","single","secondary","no","189","no","no","cellular","2","jun","95","5","-1","0","unknown","no"
"39","admin.","single","secondary","no","163","yes","no","cellular","30","jan","107","2","-1","0","unknown","no"
"32","management","married","secondary","no","1215","yes","yes","cellular","3","feb","211","2","-1","0","unknown","no"
"36","blue-collar","married","primary","no","4608","yes","no","cellular","14","may","284","7","-1","0","unknown","no"
"55","retired","married","secondary","no","991","no","no","cellular","11","jul","593","2","-1","0","unknown","no"
"47","blue-collar","married","primary","no","300","yes","no","unknown","13","may","103","3","-1","0","unknown","no"
"42","housemaid","married","primary","no","0","no","yes","cellular","11","jul","83","2","-1","0","unknown","no"
"53","technician","married","secondary","no","230","no","yes","cellular","13","aug","112","2","-1","0","unknown","no"
"34","blue-collar","married","secondary","no","3186","yes","no","cellular","17","apr","321","2","-1","0","unknown","no"
"37","blue-collar","married","secondary","no","604","yes","no","cellular","7","oct","371","1","495","1","failure","yes"
"37","blue-collar","married","primary","no","2079","yes","yes","cellular","14","may","299","1","360","2","failure","no"
"39","management","single","primary","no","375","no","no","telephone","31","jul","80","2","-1","0","unknown","no"
"49","services","married","unknown","no","463","yes","no","telephone","15","jul","541","2","-1","0","unknown","no"
"25","technician","single","secondary","no","0","yes","no","cellular","23","jul","487","5","-1","0","unknown","no"
"31","management","single","tertiary","no","8436","yes","no","cellular","19","nov","162","2","-1","0","unknown","no"
"51","unemployed","married","tertiary","no","1634","yes","no","cellular","22","jul","168","4","-1","0","unknown","no"
"41","unemployed","married","secondary","no","0","no","no","cellular","31","jul","847","14","-1","0","unknown","no"
"43","technician","single","secondary","no","257","yes","no","cellular","2","feb","64","2","-1","0","unknown","no"
"38","technician","married","secondary","no","-421","yes","no","cellular","3","apr","187","1","332","5","failure","no"
"45","technician","divorced","secondary","no","809","yes","no","cellular","13","may","155","2","363","4","failure","no"
"31","management","single","tertiary","no","74","yes","yes","cellular","15","may","13","11","-1","0","unknown","no"
"58","technician","married","unknown","no","1617","yes","no","cellular","5","feb","109","4","274","2","failure","no"
"46","services","divorced","secondary","no","355","yes","no","cellular","8","may","122","2","338","8","other","no"
"51","technician","married","secondary","no","8863","no","no","cellular","19","nov","435","2","-1","0","unknown","no"
"63","retired","married","secondary","no","23047","no","no","cellular","17","jun","530","1","139","2","other","no"
"34","management","divorced","tertiary","no","13204","yes","yes","cellular","20","nov","197","2","-1","0","unknown","no"
"36","technician","divorced","tertiary","no","0","no","no","unknown","23","may","539","2","-1","0","unknown","no"
"32","services","married","secondary","no","180","yes","no","telephone","15","may","45","2","-1","0","unknown","no"
"80","retired","married","primary","no","1468","no","no","cellular","13","jul","256","2","181","3","success","no"
"32","technician","married","tertiary","no","593","no","no","cellular","23","dec","140","2","201","2","other","no"
"28","blue-collar","married","secondary","no","228","yes","no","unknown","3","jun","328","9","-1","0","unknown","no"
"40","technician","married","secondary","no","0","yes","yes","cellular","26","jul","105","2","172","1","failure","no"
"36","blue-collar","divorced","secondary","no","719","yes","no","unknown","13","may","1052","1","-1","0","unknown","no"
"51","management","single","secondary","no","1610","yes","no","unknown","16","jun","1248","3","-1","0","unknown","yes"
"42","retired","single","tertiary","no","308","no","no","cellular","30","jan","114","2","-1","0","unknown","no"
"33","technician","married","secondary","no","218","yes","yes","telephone","2","mar","169","4","-1","0","unknown","no"
"45","blue-collar","divorced","primary","no","102","yes","no","cellular","11","may","282","1","-1","0","unknown","no"
"47","management","divorced","tertiary","no","-49","yes","no","cellular","13","may","14","6","327","23","failure","no"
"30","management","married","tertiary","no","155","yes","no","cellular","1","jun","353","1","-1","0","unknown","no"
"48","blue-collar","married","primary","no","3886","no","no","cellular","11","aug","297","2","-1","0","unknown","no"
"41","admin.","single","secondary","no","734","yes","no","unknown","3","jun","332","3","-1","0","unknown","no"
"52","retired","divorced","primary","no","353","no","no","cellular","31","jul","395","4","-1","0","unknown","no"
"38","admin.","married","secondary","no","1839","no","no","unknown","23","may","63","2","-1","0","unknown","no"
"37","blue-collar","single","secondary","no","3344","yes","no","unknown","26","may","85","5","-1","0","unknown","no"
"48","admin.","married","primary","no","3","yes","no","unknown","27","may","148","4","-1","0","unknown","no"
"76","retired","married","secondary","no","820","no","no","telephone","23","apr","263","4","-1","0","unknown","yes"
"35","blue-collar","married","primary","no","51","yes","no","unknown","28","may","593","2","-1","0","unknown","no"
"25","student","single","secondary","no","293","yes","no","telephone","5","may","170","2","-1","0","unknown","no"
"30","admin.","married","secondary","no","-44","yes","no","cellular","17","jul","97","1","-1","0","unknown","no"
"32","services","single","secondary","no","6857","no","no","cellular","2","feb","216","1","-1","0","unknown","no"
"59","management","married","tertiary","no","261","yes","yes","cellular","21","nov","124","1","-1","0","unknown","no"
"49","blue-collar","married","primary","no","67","no","yes","cellular","13","aug","269","4","-1","0","unknown","no"
"59","management","married","secondary","no","1083","no","no","cellular","20","nov","125","2","-1","0","unknown","no"
"42","housemaid","married","primary","yes","16","no","no","unknown","11","jun","79","1","-1","0","unknown","no"
"33","blue-collar","single","secondary","no","123","no","no","cellular","2","feb","175","2","-1","0","unknown","no"
"50","management","married","tertiary","no","451","yes","no","cellular","14","may","441","3","-1","0","unknown","no"
"34","management","single","tertiary","no","171","yes","no","cellular","7","may","191","1","294","1","failure","no"
"32","management","single","tertiary","no","11","yes","yes","cellular","5","may","399","1","-1","0","unknown","no"
"35","blue-collar","married","primary","no","319","yes","no","cellular","16","jul","221","1","-1","0","unknown","no"
"34","blue-collar","single","secondary","no","0","yes","no","cellular","20","apr","525","1","-1","0","unknown","no"
"54","management","married","tertiary","no","2650","yes","yes","cellular","19","nov","50","1","-1","0","unknown","no"
"39","blue-collar","married","primary","no","477","yes","yes","cellular","21","nov","229","2","-1","0","unknown","no"
"58","admin.","married","secondary","no","821","yes","yes","telephone","14","jul","83","2","-1","0","unknown","no"
"53","self-employed","married","secondary","no","468","yes","no","unknown","8","may","89","5","-1","0","unknown","no"
"49","management","married","tertiary","no","0","no","no","cellular","27","aug","56","6","-1","0","unknown","no"
"45","blue-collar","married","primary","no","6691","no","no","cellular","13","aug","211","2","-1","0","unknown","no"
"29","student","single","secondary","no","200","yes","no","unknown","4","jun","87","2","-1","0","unknown","no"
"44","blue-collar","single","primary","no","38","yes","no","cellular","5","may","157","4","-1","0","unknown","no"
"48","technician","married","secondary","no","1637","yes","no","unknown","11","jun","305","10","-1","0","unknown","no"
"35","technician","married","tertiary","no","4","yes","no","cellular","14","may","88","1","-1","0","unknown","no"
"42","housemaid","married","primary","no","2328","no","no","cellular","20","aug","133","2","-1","0","unknown","no"
"31","management","single","tertiary","no","165","no","yes","cellular","8","aug","523","2","-1","0","unknown","yes"
"59","retired","married","secondary","no","374","no","no","cellular","29","aug","272","2","-1","0","unknown","no"
"28","services","single","secondary","no","2385","yes","no","unknown","4","jun","119","2","-1","0","unknown","no"
"41","entrepreneur","married","primary","no","39","yes","no","cellular","21","nov","549","2","-1","0","unknown","yes"
"57","technician","married","secondary","no","93","no","no","unknown","9","jun","82","2","-1","0","unknown","no"
"38","blue-collar","married","primary","no","580","yes","no","unknown","30","may","572","6","-1","0","unknown","no"
"29","blue-collar","married","primary","no","4281","yes","no","unknown","4","jun","235","2","-1","0","unknown","no"
"32","management","married","tertiary","no","134","no","yes","cellular","29","aug","162","2","-1","0","unknown","no"
"53","blue-collar","married","secondary","no","1093","yes","yes","unknown","16","jun","244","3","-1","0","unknown","no"
"27","admin.","married","secondary","no","4144","yes","no","unknown","4","jun","132","1","-1","0","unknown","no"
"52","management","married","tertiary","no","0","yes","no","cellular","17","nov","164","2","-1","0","unknown","no"
"60","admin.","single","secondary","no","646","yes","no","telephone","16","jul","649","2","-1","0","unknown","no"
"31","admin.","married","secondary","yes","-51","no","yes","cellular","26","aug","173","2","-1","0","unknown","no"
"43","admin.","divorced","secondary","no","777","yes","no","unknown","2","jun","130","2","-1","0","unknown","no"
"36","management","married","secondary","no","1825","yes","no","cellular","14","may","24","1","346","1","failure","no"
"41","admin.","married","secondary","no","2993","yes","no","cellular","22","jul","24","12","-1","0","unknown","no"
"46","unemployed","single","tertiary","no","705","no","no","cellular","4","feb","398","1","-1","0","unknown","no"
"55","entrepreneur","divorced","primary","no","29","no","no","unknown","16","jun","500","1","-1","0","unknown","no"
"55","blue-collar","single","primary","no","39","yes","no","unknown","26","may","128","5","-1","0","unknown","no"
"33","technician","divorced","secondary","yes","6","no","no","cellular","22","aug","239","2","-1","0","unknown","no"
"47","admin.","married","secondary","no","0","no","no","cellular","10","nov","213","1","190","1","other","yes"
"35","technician","married","tertiary","no","944","no","no","cellular","8","aug","351","2","-1","0","unknown","no"
"46","technician","divorced","secondary","no","129","no","no","unknown","25","jun","75","2","-1","0","unknown","no"
"41","admin.","married","tertiary","no","226","yes","no","cellular","15","jul","157","5","-1","0","unknown","no"
"36","management","single","primary","no","51","no","no","telephone","14","jul","179","3","-1","0","unknown","no"
"51","management","married","primary","no","192","no","no","unknown","18","jun","129","3","-1","0","unknown","no"
"55","management","single","secondary","no","220","yes","no","unknown","6","may","328","2","-1","0","unknown","no"
"55","admin.","married","secondary","no","183","yes","no","unknown","6","may","150","1","-1","0","unknown","no"
"26","blue-collar","married","primary","no","3529","yes","no","unknown","28","may","100","2","-1","0","unknown","no"
"34","technician","married","secondary","no","133","no","no","cellular","12","may","171","2","181","3","success","yes"
"28","entrepreneur","single","tertiary","no","224","yes","no","cellular","18","may","567","2","-1","0","unknown","no"
"28","student","single","secondary","no","970","no","no","telephone","4","aug","297","1","-1","0","unknown","no"
"42","technician","married","secondary","no","-1310","yes","yes","unknown","28","may","162","1","-1","0","unknown","no"
"44","blue-collar","married","secondary","no","0","yes","no","unknown","14","may","101","2","-1","0","unknown","no"
"60","management","married","tertiary","no","5041","no","no","telephone","4","nov","399","1","-1","0","unknown","yes"
"44","technician","married","secondary","no","265","yes","no","unknown","28","may","453","2","-1","0","unknown","no"
"23","services","single","secondary","no","342","yes","no","unknown","3","jun","152","6","-1","0","unknown","no"
"38","blue-collar","married","secondary","no","789","yes","no","cellular","20","nov","120","4","196","1","other","no"
"34","blue-collar","single","secondary","no","68","yes","no","unknown","30","may","192","6","-1","0","unknown","no"
"29","management","single","tertiary","no","572","yes","no","telephone","8","nov","319","1","-1","0","unknown","yes"
"53","services","divorced","primary","no","778","yes","no","cellular","17","apr","221","2","-1","0","unknown","no"
"55","unemployed","married","secondary","no","2489","no","no","cellular","30","jul","207","1","-1","0","unknown","no"
"33","admin.","single","secondary","no","206","no","no","telephone","13","nov","168","1","-1","0","unknown","no"
"47","self-employed","divorced","secondary","no","8515","yes","no","unknown","20","nov","14","7","112","4","other","no"
"43","technician","divorced","secondary","no","1648","no","no","cellular","17","nov","80","1","-1","0","unknown","no"
"28","blue-collar","single","secondary","no","61","yes","no","cellular","14","may","428","3","-1","0","unknown","no"
"36","management","married","tertiary","no","86","yes","no","cellular","3","sep","104","1","380","3","failure","no"
"41","technician","married","tertiary","no","532","yes","no","cellular","9","jul","74","1","-1","0","unknown","no"
"39","entrepreneur","single","unknown","no","879","yes","yes","cellular","2","feb","99","1","-1","0","unknown","no"
"38","management","divorced","tertiary","no","547","yes","no","unknown","14","may","137","4","-1","0","unknown","no"
"59","retired","married","primary","no","213","no","no","cellular","27","aug","184","3","-1","0","unknown","no"
"44","management","married","secondary","no","8262","yes","no","cellular","6","apr","150","1","257","16","failure","no"
"36","blue-collar","single","secondary","no","-175","yes","no","unknown","15","may","180","2","-1","0","unknown","no"
"50","technician","married","secondary","no","0","yes","no","cellular","17","nov","114","4","168","2","failure","no"
"35","technician","single","tertiary","no","914","no","no","unknown","3","jun","166","1","-1","0","unknown","no"
"35","technician","married","secondary","no","149","yes","no","cellular","29","jan","99","1","245","2","failure","no"
"51","technician","married","secondary","no","271","yes","no","unknown","28","may","294","3","-1","0","unknown","no"
"37","management","married","tertiary","no","393","yes","no","cellular","12","aug","62","2","104","2","success","no"
"30","technician","single","tertiary","no","0","yes","no","unknown","28","may","58","1","-1","0","unknown","no"
"61","housemaid","married","tertiary","no","1389","no","no","cellular","8","apr","250","1","-1","0","unknown","no"
"30","blue-collar","single","secondary","no","2380","no","no","cellular","21","nov","95","3","-1","0","unknown","no"
"73","retired","divorced","secondary","no","1092","no","no","cellular","7","aug","390","2","-1","0","unknown","no"
"52","technician","married","tertiary","no","876","no","no","cellular","4","may","601","3","-1","0","unknown","yes"
"40","technician","married","secondary","no","-312","yes","no","unknown","28","may","198","1","-1","0","unknown","no"
"32","management","single","tertiary","no","6359","no","no","cellular","6","aug","184","1","-1","0","unknown","no"
"40","blue-collar","married","secondary","no","-648","yes","no","cellular","21","nov","280","2","-1","0","unknown","no"
"31","blue-collar","divorced","secondary","no","916","yes","yes","cellular","11","jul","172","2","-1","0","unknown","no"
"49","management","married","tertiary","no","391","no","no","unknown","17","jun","128","1","-1","0","unknown","no"
"33","technician","married","tertiary","no","0","no","no","cellular","30","apr","227","2","-1","0","unknown","yes"
"50","admin.","single","secondary","no","1651","yes","no","unknown","26","may","41","2","-1","0","unknown","no"
"30","admin.","married","tertiary","no","501","yes","yes","cellular","25","may","92","1","-1","0","unknown","no"
"24","student","single","unknown","no","782","no","no","cellular","4","may","12","7","91","1","other","no"
"79","retired","married","primary","no","429","no","no","telephone","8","jul","1006","2","-1","0","unknown","yes"
"49","unknown","married","primary","no","341","yes","yes","unknown","15","may","520","2","-1","0","unknown","yes"
"43","blue-collar","single","primary","no","548","yes","no","unknown","7","may","98","1","-1","0","unknown","no"
"46","blue-collar","married","secondary","no","922","yes","no","telephone","18","nov","296","2","-1","0","unknown","no"
"59","blue-collar","married","unknown","no","-278","yes","no","unknown","13","may","318","2","-1","0","unknown","no"
"51","admin.","divorced","secondary","no","14215","no","no","cellular","13","aug","131","2","-1","0","unknown","no"
"56","self-employed","married","secondary","no","14","no","no","cellular","16","jul","239","1","-1","0","unknown","no"
"55","technician","married","secondary","no","77","yes","no","unknown","23","jun","364","2","-1","0","unknown","no"
"30","management","married","tertiary","no","168","yes","no","cellular","18","may","229","2","355","1","failure","no"
"28","admin.","married","secondary","no","49","yes","no","cellular","20","apr","17","3","-1","0","unknown","no"
"45","admin.","divorced","secondary","no","2353","yes","no","cellular","18","may","435","7","74","3","success","no"
"60","retired","married","secondary","no","78","yes","no","unknown","12","may","113","3","-1","0","unknown","no"
"52","blue-collar","married","primary","no","990","no","no","cellular","21","aug","96","2","-1","0","unknown","no"
"38","technician","married","unknown","no","573","yes","no","unknown","6","may","87","1","-1","0","unknown","no"
"33","blue-collar","married","primary","no","-191","yes","yes","cellular","9","jul","1290","4","-1","0","unknown","yes"
"50","blue-collar","married","primary","no","27","yes","no","cellular","24","jul","142","1","-1","0","unknown","no"
"30","services","married","secondary","no","137","no","no","cellular","4","jul","407","1","-1","0","unknown","no"
"33","management","married","secondary","no","369","no","no","cellular","25","may","115","2","103","1","success","no"
"33","management","single","tertiary","no","28","yes","no","unknown","21","may","237","2","-1","0","unknown","no"
"38","technician","married","secondary","no","4030","yes","no","cellular","19","nov","75","2","177","5","failure","no"
"46","management","single","unknown","no","312","yes","no","unknown","19","jun","108","4","-1","0","unknown","no"
"31","blue-collar","single","secondary","no","26","no","no","cellular","5","feb","103","1","-1","0","unknown","no"
"47","services","married","secondary","no","24","no","yes","cellular","7","jul","95","2","-1","0","unknown","no"
"21","entrepreneur","single","tertiary","no","2077","no","no","cellular","5","aug","323","1","-1","0","unknown","yes"
"44","management","married","tertiary","no","38","yes","no","telephone","16","apr","201","2","330","8","other","no"
"38","self-employed","married","tertiary","no","526","no","no","cellular","27","aug","86","11","-1","0","unknown","no"
"37","technician","married","secondary","no","1610","no","no","unknown","16","jun","140","2","-1","0","unknown","no"
"40","management","married","tertiary","no","2168","yes","yes","cellular","19","nov","530","1","-1","0","unknown","no"
"49","management","married","tertiary","no","4751","no","no","cellular","12","aug","884","4","-1","0","unknown","yes"
"45","blue-collar","married","secondary","no","79","yes","no","cellular","25","jul","98","1","-1","0","unknown","no"
"37","unemployed","married","secondary","no","356","no","no","cellular","9","feb","33","2","216","1","failure","no"
"27","management","single","tertiary","no","321","yes","no","cellular","13","may","173","2","307","1","other","no"
"39","services","married","secondary","no","1970","yes","no","unknown","8","jun","30","1","404","2","success","no"
"51","entrepreneur","divorced","tertiary","no","4","yes","yes","cellular","20","apr","74","5","-1","0","unknown","no"
"58","retired","divorced","tertiary","no","3237","no","no","telephone","31","oct","615","1","-1","0","unknown","yes"
"47","housemaid","married","secondary","no","443","no","no","cellular","22","aug","222","3","-1","0","unknown","no"
"44","management","divorced","tertiary","no","2237","yes","no","unknown","20","jun","125","2","-1","0","unknown","no"
